,,,Mg/Ca,StDev,,RelStDev
12643,32818,7590,0.470873,0.111552,32818,0.236904643077858
12542,32860,7589,0.460336,0.091903,32860,0.19964330402141
12441,32902,7587,0.441669,0.05517,32902,0.124912547631824
12340,32944,7586,0.326291,0.031757,32944,0.0973272324397547
12240,32986,7584,0.383937,0.05721,32986,0.14900882175982
12139,33028,7583,0.347005,0.074885,33028,0.215803806861573
12038,33070,7581,0.319866,0.031626,33070,0.0988726529234117
11953,33123,7580,0.307167,0.045922,33123,0.14950173684022
11868,33177,7578,0.235482,0.041537,33177,0.176391401465929
11782,33230,7576,0.221425,0.018931,33230,0.0854962176809303
11697,33284,7574,0.236847,0.010365,33284,0.0437624289098025
11612,33337,7572,0.258544,0.051773,33337,0.200248313633269
11527,33390,7571,0.294748,0.033911,33390,0.115050823075984
11441,33444,7569,0.381044,0.016165,33444,0.0424229222871899
11356,33497,7567,0.464532,0.056638,33497,0.121924862011659
11271,33550,7565,0.533807,0.070993,33550,0.132993759916974
11186,33604,7564,0.572323,0.13914,33604,0.243114465083528
11100,33657,7562,0.338388,0.072945,33657,0.215566154828185
11015,33711,7560,0.360267,0.028274,33711,0.0784806823827883
10930,33764,7558,0.320047,0.060415,33764,0.188769149531163
10839,33821,7556,0.329187,0.03818,33821,0.115982708916209
10748,33878,7554,0.292,0.031652,33878,0.108397260273973
10657,33936,7552,0.257301,0.027528,33936,0.106987535998694
10566,33993,7551,0.211091,0.016143,33993,0.0764741272721243
10475,34050,7549,0.327212,0.043502,34050,0.13294744691515
10385,34107,7547,0.574054,0.067084,34107,0.116860086333341
10294,34164,7545,0.489658,0.068661,34164,0.140222359279334
10203,34221,7543,0.375773,0.051033,34221,0.135808054330673
10112,34279,7541,0.372778,0.024619,34279,0.0660419874563413
10021,34336,7539,0.239225,0.024741,34336,0.103421465147873
9930,34393,7537,0.217085,0.027295,34393,0.125734159430638
9841,34447,7535,0.260587,0.041632,34447,0.159762382620775
9753,34500,7534,0.305278,0.060495,34500,0.198163641009179
9664,34554,7532,0.262409,0.049929,34554,0.190271675133094
9575,34608,7530,0.285227,0.043288,34608,0.151766838342794
9487,34661,7528,0.290301,0.029004,34661,0.0999100933169366
9398,34715,7526,0.264635,0.020648,34715,0.0780244487690593
9309,34768,7525,0.227026,0.031173,34768,0.137310264022623
9220,34822,7523,0.224933,0.022074,34822,0.0981358893537187
9132,34876,7521,0.19911,0.023456,34876,0.117804228818241
8688,35144,7512,0.248826,0.035558,35144,0.14290307283001
8600,35197,7510,0.274205,0.069163,35197,0.252230995058442
8511,35251,7508,0.232866,0.019074,35251,0.0819097678493211
8422,35327,7506,0.246028,0.0293,35327,0.119092135854456
8333,35402,7503,0.303835,0.031367,35402,0.103236954267941
8244,35478,7501,0.335128,0.06116,35478,0.182497433816333
8155,35554,7498,0.508825,0.091703,35554,0.180225028251363
8060,35508,7500,0.392909,0.069158,35508,0.176015311433436
7966,35462,7501,0.6427,0.077637,35462,0.120798195114361
7872,35416,7502,0.492904,0.052265,35416,0.106034846542126
7777,35370,7504,0.297182,0.034112,35370,0.114784879299554
7678,35325,7505,0.281591,0.045232,35325,0.160630133775582
7580,35280,7507,0.334446,0.044859,35280,0.134129276475126
7481,35235,7508,0.258062,0.047554,35235,0.18427354666708
7531,35137,7511,0.292235,0.023977,35137,0.0820469827364963
7580,35039,7514,0.295051,0.030268,35039,0.102585654683428
7630,34941,7517,0.329577,0.036735,34941,0.111461054624564
7679,34843,7521,0.32816,0.065367,34843,0.199192467089225
7729,34744,7524,0.325514,0.033455,34744,0.10277591747206
7779,34646,7527,0.319601,0.030655,34646,0.0959164708495906
7828,34548,7530,0.346335,0.021458,34548,0.061957353429483
7878,34450,7533,0.283383,0.028029,34450,0.0989085442669461
7927,34352,7536,0.287149,0.051029,34352,0.177709133585699
7977,34254,7540,0.31728,0.057323,34254,0.180670070600101
8027,34164,7543,0.289536,0.023783,34164,0.0821417716622458
8077,34073,7545,0.28559,0.022755,34073,0.0796771595644105
8127,33983,7548,0.281694,0.02878,33983,0.102167600303876
8177,33892,7551,0.293712,0.018751,33892,0.0638414501280166
8227,33802,7554,0.303566,0.041691,33802,0.13733751474144
8277,33712,7557,0.25728,0.018754,33712,0.0728933457711443
8327,33621,7560,0.283845,0.047088,33621,0.16589335729007
8377,33531,7563,0.299802,0.036958,33531,0.12327469463179
8427,33440,7566,0.277163,0.032284,33440,0.116480193965284
8477,33350,7569,0.301755,0.035388,33350,0.117273947407665
8559,33293,7571,0.278724,0.015855,33293,0.0568842295604254
8642,33236,7573,0.26298,0.035582,33236,0.135303064871853
8724,33180,7575,0.299515,0.044858,33180,0.149768792881826
8807,33123,7576,0.32906,0.027979,33123,0.0850270467391965
8889,33066,7578,0.452506,0.051425,33066,0.113644901946052
8972,33009,7580,0.428259,0.021015,33009,0.0490707725932205
9054,32953,7582,0.439347,0.029462,32953,0.0670586119855149
9137,32896,7584,0.391948,0.071119,32896,0.181450090318103
9219,32839,7586,0.339687,0.017765,32839,0.0522981450570672
9318,32804,7587,0.423408,0.032269,32804,0.0762125420398292
9416,32770,7588,0.401248,0.029246,32770,0.0728875907169631
9515,32735,7590,0.403269,0.031155,32735,0.0772561243239624
9613,32700,7591,0.41089,0.023736,32700,0.057767285648227
9712,32665,7592,0.443051,0.039609,32665,0.0894005430526057
9811,32631,7593,0.432416,0.041498,32631,0.0959677717753275
9909,32596,7594,0.473745,0.068068,32596,0.143680672091526
10008,32561,7596,0.488168,0.038619,32561,0.0791100604709854
10106,32527,7597,0.536993,0.04358,32527,0.0811556202781042
10205,32492,7598,0.635266,0.107767,32492,0.169640748914628
10300,32451,7599,0.422246,0.080176,32451,0.189879833083084
10395,32411,7601,0.56231,0.284945,32411,0.506740054418381
10490,32370,7602,0.059335,0.02585,32370,0.435661919609
10585,32329,7604,0.302413,0.162187,32329,0.536309616319404
10680,32289,7605,0.051488,0.022632,32289,0.439558732131759
10775,32248,7606,0.17226,0.134624,32248,0.781516312550795
10870,32207,7608,0.0343,0.007954,32207,0.231895043731778
10965,32167,7609,0.063331,0.017383,32167,0.274478533419652
11060,32126,7611,0.057643,0.023907,32126,0.414742466561421
11155,32085,7612,0.039893,0.007863,32085,0.197102248514777
11250,32045,7613,0.051259,0.014902,32045,0.290719678495484
11345,32004,7615,0.03961,0.012272,32004,0.309820752335269
11440,31963,7616,0.034531,0.006202,31963,0.179606730184472
11535,31923,7617,0.037637,0.00919,31923,0.244174615405054
11630,31882,7619,0.041028,0.012754,31882,0.310860875499659
11723,31832,7621,0.034219,0.004513,31832,0.131885794441684
11815,31782,7622,0.03214,0.008498,31782,0.264405724953329
11908,31732,7624,0.037467,0.010456,31732,0.279072250246884
12001,31683,7626,0.033067,0.009271,31683,0.280370157558896
12093,31633,7627,0.052371,0.019422,31633,0.370854098642378
12186,31583,7629,0.041103,0.009541,31583,0.232124175850911
12279,31533,7631,0.053703,0.006831,31533,0.127199597787833
12371,31483,7632,0.056808,0.024291,31483,0.427598225602028
12464,31433,7634,0.059926,0.03779,31433,0.630611087007309
12556,31383,7636,0.055985,0.021628,31383,0.386317763686702
12649,31334,7637,0.060726,0.033561,31334,0.552662780357672
12742,31284,7639,0.069441,0.024653,31284,0.355020809032128
12834,31234,7641,0.061772,0.032213,31234,0.521482224956291
12927,31184,7642,0.04547,0.025806,31184,0.567539036727513
13018,31136,7644,0.073334,0.033437,31136,0.455954945864129
13108,31089,7646,0.070322,0.025836,31089,0.367395694092887
13199,31041,7647,0.053124,0.009368,31041,0.176342142910925
13290,30994,7649,0.081057,0.024991,30994,0.308313902562394
13380,30946,7650,0.065886,0.022056,30946,0.33476004006921
13471,30899,7652,0.076569,0.037271,30899,0.486763572725254
13562,30851,7654,0.063487,0.019141,30851,0.301494794209838
13652,30804,7655,0.060721,0.035165,30804,0.579124190971822
13743,30756,7657,0.056734,0.018979,30756,0.334526033771636
13834,30708,7658,0.063718,0.039811,30708,0.624799899557425
13924,30661,7660,0.057622,0.018368,30661,0.31876713755163
14015,30613,7662,0.084484,0.02634,30613,0.311775010652905
14106,30566,7663,0.089842,0.023843,30566,0.265388125820886
14196,30518,7665,0.058787,0.026237,30518,0.446306156122952
14287,30471,7666,0.107318,0.034619,30471,0.322583350416519
14378,30423,7668,0.077159,0.046295,30423,0.599994815899636
14468,30376,7670,0.055371,0.022636,30376,0.408806053710426
14559,30328,7671,0.05156,0.015785,30328,0.306148176881303
14647,30268,7673,0.036562,0.010193,30268,0.278786718450851
14734,30208,7675,0.036279,0.0117,30208,0.3225006201935
14822,30148,7677,0.04087,0.013162,30148,0.322045510154147
14910,30088,7679,0.043376,0.01464,30088,0.33751383253412
14997,30028,7681,0.056068,0.008727,30028,0.155650281800671
15085,29968,7683,0.056422,0.015642,29968,0.277232285278792
15173,29907,7685,0.05546,0.008596,29907,0.154994590695997
15260,29847,7687,0.040148,0.007499,29847,0.186783899571585
15348,29787,7689,0.047598,0.014395,29787,0.302428673473675
15436,29727,7691,0.046204,0.026647,29727,0.576724958878019
15523,29667,7693,0.056727,0.021717,29667,0.382833571315247
15611,29607,7695,0.061991,0.012195,29607,0.196722104821668
15695,29552,7697,0.052125,0.01442,29552,0.276642685851319
15778,29496,7699,0.041931,0.012088,29496,0.288283131811786
15862,29441,7701,0.049237,0.017787,29441,0.361252716453074
15945,29385,7703,0.044153,0.004475,29385,0.101352116503975
16029,29330,7705,0.044882,0.006704,29330,0.149369457689051
16112,29274,7706,0.051515,0.010227,29274,0.19852470154324
16196,29219,7708,0.044155,0.013366,29219,0.302706375268939
16280,29164,7710,0.047359,0.009664,29164,0.204058362718807
16363,29108,7712,0.05361,0.006077,29108,0.113355717216937
16447,29053,7714,0.046947,0.02094,29053,0.446034890408333
16530,28997,7716,0.046363,0.012606,28997,0.271897849578328
16614,28942,7718,0.059036,0.013586,28942,0.230130767667186
16696,28878,7720,0.052144,0.011238,28878,0.21551856397668
16777,28814,7722,0.104807,0.052489,28814,0.500815785205187
16859,28750,7724,0.086271,0.045867,28750,0.531661856243697
16941,28685,7726,0.055789,0.013381,28685,0.239850149671082
17023,28621,7728,0.058043,0.028453,28621,0.49020553727409
17104,28557,7730,0.052178,0.010078,28557,0.193146536854613
17186,28493,7732,0.055625,0.024221,28493,0.435433707865169
17262,28422,7735,0.059445,0.011685,28422,0.196568256371436
17337,28351,7737,0.070002,0.024255,28351,0.346490100282849
17413,28280,7739,0.070386,0.058437,28280,0.83023612650243
17489,28208,7742,0.08827,0.029653,28208,0.335935198821797
17564,28137,7744,0.074869,0.043842,28137,0.585582817988754
17640,28066,7746,0.077791,0.04213,28066,0.541579360080215
17716,27995,7749,0.110305,0.065224,27995,0.591305924482118
17792,27924,7751,0.097057,0.042825,27924,0.44123556260754
17867,27853,7753,0.070235,0.027418,27853,0.390375169075247
17943,27781,7756,0.078703,0.031064,27781,0.394699058485699
18019,27710,7758,0.057638,0.022787,27710,0.395346819806378
18094,27639,7761,0.052101,0.028219,27639,0.541621082128942
18170,27568,7763,0.057675,0.016244,27568,0.281647160814911
18231,27485,7766,0.090778,0.069732,27485,0.768159686267598
18292,27401,7768,0.07432,0.040788,27401,0.548815931108719
18353,27318,7771,0.069515,0.027558,27318,0.396432424656549
18414,27234,7774,0.074151,0.034677,27234,0.467653841485617
18475,27151,7776,0.064717,0.022122,27151,0.341826722499498
18536,27068,7779,0.096196,0.051617,27068,0.536581562642937
18597,26984,7782,0.100201,0.044314,26984,0.442251075338569
18658,26901,7785,0.08817,0.054677,26901,0.620131564024045
18719,26817,7787,0.070113,0.035435,26817,0.505398428251537
18780,26734,7790,0.108135,0.067685,26734,0.625930549775743
18841,26650,7793,0.056437,0.029957,26650,0.530804259616918
18902,26567,7795,0.054631,0.019164,26567,0.350789844593729
18942,26475,7798,0.082246,0.038364,26475,0.466454295649637
18982,26383,7801,0.066825,0.057161,26383,0.855383464272353
19022,26291,7804,0.076836,0.056405,26291,0.734095996668228
19062,26199,7807,0.103028,0.056399,26199,0.547414295143068
19102,26107,7810,0.073762,0.030276,26107,0.410455247959654
19142,26015,7813,0.09282,0.042708,26015,0.460116354234001
19182,25923,7816,0.061165,0.017997,25923,0.294236900188016
19222,25832,7819,0.087505,0.035673,25832,0.407668133249529
19262,25740,7822,0.095718,0.040175,25740,0.419722518230636
19302,25648,7825,0.105112,0.061935,25648,0.589228632316006
19342,25556,7828,0.07442,0.021574,25556,0.289895189465198
19382,25464,7831,0.090339,0.032616,25464,0.361040082356457
19422,25372,7834,0.076469,0.032097,25372,0.41973871765029
19462,25280,7837,0.075353,0.040144,25280,0.5327458760766
19502,25188,7840,0.082977,0.017222,25188,0.207551490171975
19552,25100,7843,0.156581,0.042284,25100,0.270045535537517
19602,25012,7846,0.076567,0.020308,25012,0.265231757806888
19652,24924,7849,0.071477,0.028299,24924,0.395917567888971
19703,24836,7851,0.084201,0.041487,24836,0.492713863255781
19753,24748,7854,0.053285,0.019206,24748,0.360439147977855
19803,24660,7857,0.031755,0.007792,24660,0.245378680522752
19853,24572,7860,0.051087,0.008713,24572,0.170552195274727
19903,24483,7863,0.086346,0.03923,24483,0.454334885229194
19953,24395,7866,0.092044,0.040745,24395,0.442668723653905
20003,24307,7869,0.070473,0.049809,24307,0.706781320505726
20054,24219,7871,0.038307,0.009573,24219,0.249902106664578
20104,24131,7874,0.039015,0.009613,24131,0.24639241317442
20154,24043,7877,0.094306,0.106666,24043,1.13106271075011
20204,23955,7880,0.061694,0.02774,23955,0.449638538593704
20236,23856,7883,0.069579,0.048419,23856,0.695885252734302
20268,23757,7886,0.039784,0.011834,23757,0.297456263824653
20301,23659,7890,0.098729,0.057424,23659,0.581632549706773
20333,23560,7893,0.068497,0.03618,23560,0.528198315254683
20365,23461,7896,0.050936,0.02427,23461,0.476480288990105
20397,23362,7899,0.086352,0.074261,23362,0.859980081526774
20430,23263,7902,0.08274,0.04531,23263,0.547619047619048
20462,23164,7905,0.086414,0.047412,23164,0.548661096581572
20494,23066,7909,0.073961,0.023043,23066,0.311556090371953
20526,22967,7912,0.102983,0.057863,22967,0.561869434761077
20559,22868,7915,0.061421,0.012488,22868,0.203318083391674
20591,22769,7918,0.082081,0.047549,22769,0.579293624590344
20623,22670,7921,0.077984,0.056304,22670,0.721994255231842
20655,22571,7925,0.065569,0.029606,22571,0.451524348396346
20688,22473,7928,0.059856,0.020498,22473,0.342455225875434
20720,22374,7931,0.05459,0.02537,22374,0.464737131342737
20752,22275,7934,0.06283,0.031364,22275,0.499188285850708
20765,22157,7938,0.075606,0.060373,22157,0.798521281379785
20777,22040,7942,0.054847,0.041404,22040,0.754899994530239
20790,21922,7945,0.078676,0.04726,21922,0.600691443388073
20802,21805,7949,0.082868,0.043447,21805,0.524291644543129
20815,21687,7953,0.063979,0.024435,21687,0.38192219321965
20799,21583,7956,0.076904,0.016456,21583,0.213981067304692
20784,21479,7959,0.075008,0.056711,21479,0.756066019624573
20768,21376,7963,0.075727,0.021886,21376,0.289011845180715
20753,21272,7966,0.0584,0.024086,21272,0.412431506849315
20737,21168,7969,0.068963,0.043416,21168,0.629554978756725
20722,21064,7973,0.068637,0.013769,21064,0.200606087095881
20706,20961,7976,0.082842,0.040287,20961,0.486311291373941
20691,20857,7979,0.089811,0.01797,20857,0.200086849049671
20675,20753,7983,0.071131,0.01084,20753,0.152394877057823
20660,20649,7986,0.061146,0.026344,20649,0.430837667222713
20644,20546,7989,0.049377,0.019076,20546,0.386333718127873
20629,20442,7992,0.049671,0.021223,20442,0.42727144611544
20613,20338,7996,0.046464,0.006896,20338,0.148415977961433
20601,20234,7999,0.087226,0.044629,20234,0.511647903148144
20589,20130,8002,0.055347,0.027229,20130,0.491968851066905
20578,20026,8006,0.055174,0.012476,20026,0.226120999021278
20566,19922,8009,0.050027,0.013723,19922,0.274311871589342
20554,19817,8012,0.056109,0.014829,19817,0.264289151473026
20542,19713,8016,0.060133,0.024266,19713,0.403538822277285
20531,19609,8019,0.079915,0.018118,19609,0.22671588562848
20519,19505,8022,0.074418,0.02327,19505,0.312693165631971
20507,19401,8025,0.081047,0.035127,19401,0.433415178846842
20495,19297,8029,0.087925,0.046858,19297,0.532931475689508
20484,19193,8032,0.064588,0.040744,19193,0.630829256208584
20472,19089,8035,0.074748,0.022055,19089,0.295058061754161
20460,18984,8039,0.089384,0.027236,18984,0.304707777678332
20448,18880,8042,0.097341,0.029005,18880,0.297973104858179
20437,18776,8045,0.063921,0.046677,18776,0.730229502041583
20425,18672,8049,0.05991,0.022565,18672,0.376648305792021
20413,18568,8052,0.08736,0.048487,18568,0.555025183150183
20395,18466,8055,0.048056,0.014782,18466,0.307599467288164
20378,18364,8058,0.054883,0.017833,18364,0.324927573201173
20360,18262,8062,0.07559,0.036861,18262,0.487643868236539
20342,18160,8065,0.087191,0.026871,18160,0.308185477858953
20325,18058,8068,0.088472,0.037603,18058,0.425027127226693
20307,17956,8071,0.062136,0.024856,17956,0.400025749967813
20289,17854,8075,0.065716,0.034921,17854,0.531392659321931
20271,17752,8078,0.077786,0.064688,17752,0.831614943563109
20254,17650,8081,0.049869,0.014193,17650,0.28460566684714
20236,17548,8084,0.061276,0.012366,17548,0.201808212024284
20218,17446,8087,0.067991,0.031209,17446,0.459016634554573
20201,17345,8091,0.061035,0.023308,17345,0.381879249610879
20183,17243,8094,0.063658,0.016189,17243,0.254312105312765
20165,17141,8097,0.05969,0.03032,17141,0.507957781873011
20148,17039,8100,0.051451,0.011566,17039,0.224796408233076
20130,16937,8104,0.053376,0.019955,16937,0.373857164268585
20112,16835,8107,0.06405,0.029201,16835,0.455909445745511
20094,16733,8110,0.054886,0.020199,16733,0.368017345042452
20077,16631,8113,0.066739,0.027707,16631,0.415154557305324
20059,16529,8116,0.104015,0.078129,16529,0.75113204826227
20041,16427,8120,0.064386,0.027415,16427,0.425791321094648
20024,16325,8123,0.049737,0.01799,16325,0.361702555441623
20006,16223,8126,0.104578,0.042958,16223,0.410774732735375
19977,16119,8129,0.083843,0.04327,16119,0.516083632503608
19949,16015,8133,0.066597,0.042647,16015,0.640374191029626
19920,15911,8136,0.078493,0.036471,15911,0.46464015899507
19892,15808,8139,0.071594,0.033473,15808,0.467539179260832
